Name,Size,Type,Sub-Type,Alignment,AC,Hit Points,STR,DEX,CON,INT,WIS,CHA,Challenge,Proficiency Bonus
Evil_Mage,M,Humanoid,Human,LE,12,22 (5d8),9,14,11,17,12,11,1,2
Evoker,M,Humanoid,,,12 (15 with mage armor),66 (12d8+12),9,14,12,17,12,11,9,4
Execrable_Shrub,M,Fiend,,NE,14 (natural),40 (9d8),12,14,10,7,14,10,0.5,2
Expeditious_Messenger,T,Construct,,N,13,7 (2d4+2),6,16,13,8,12,7,0.125,2
Exploding_Toad,T,Monstrosity,,CE,12 (natural),2 (1d4),2,13,11,4,8,3,0.25,2
Exul,L,Elemental,,NE,17 (natural),200 (16d10+112),22,12,24,16,15,16,11,4
Eye_Golem,L,Construct,,,20 (natural),157 (15d10+75),22,9,20,5,11,1,11,4
Eye_Killer,M,Monstrosity,,CE,13,65 (10d8+20),17,16,14,2,13,12,2,2
Eye_of_Fear_and_Flame,M,Undead,,CE,15 (natural),136 (16d8+64),16,14,18,18,17,18,9,4
Eye_of_the_Deep,M,Aberration,,LE,14 (natural),117 (18d8+36),14,10,14,12,13,13,5,3
Eye_of_the_Gods,S,Celestial,Angel,,14,36 (8d6+8),8,18,12,13,20,16,1,2
Eyedrake,L,Aberration,,LE,16 (natural),119 (14d10+42),16,10,16,14,14,16,8,3
Eyes_that_Bite,H,Aberration,,CE,17 (natural),215 (17d12+105),26,14,24,12,20,12,16,5
Ezmerelda_D'Avenir,M,Humanoid,Human,CG,17 (+1 studded leather armor),82 (11d8+33),14,19,16,16,11,17,8,3
Fabricator,L,Construct,,N,13 (natural),147 (14d10+70),18,7,20,15,15,5,10,4
Faceless_Wanderer,M,Aberration,,NE,13,58 (9d8+18),12,17,14,16,12,10,4,2
Faerie_Godmother,M,Fey,,LG,11 (14 with mage armor),105 (14d8+42),10,12,16,20,25,21,12,4
Falconer,L,Fey,,NE,16,204 (24d10+72),16,23,16,19,14,8,13,5
Falisfier_Fog,H,Undead,,CE,13,52 (8d12),1,17,10,14,16,15,4,2
Fallen_Empyreal,L,Celestial,Angel,CE,20 (natural),157 (15d10+75),23,18,20,18,18,20,12,4
Fallen_King,M,Undead,,CE,18 (plate),165 (22d8+66),19,10,17,13,18,16,11,4
Fane_Spirit,M,Undead,,,13,52 (7d8+21),7,16,16,10,18,17,3,2
Fanged_Sea_Serpent,L,Dragon,,NE,15 (natural),93 (11d10+33),18,13,16,5,11,6,5,3
Far_Darrig,S,Fey,,N,14 (hide),104 (16d6+48),15,16,17,11,15,17,3,2
Far_Dorocha,M,Fey,,LE,14 (18 in dim light or darkness),82 (15d8+15),10,18,13,14,10,18,5,3
Far_Wanderer,M,Aberration,,N,14,88 (16d8+16),14,18,12,17,11,10,3,2
Fastieth,M,Beast,,,14,9 (2d8),12,18,10,4,11,4,0.25,2
Fate_Eater,M,Aberration,,N,16 (natural),182 (28d8+56),18,12,14,18,16,9,6,3
Fathomer,M,Humanoid,Human,NE,10 (13 with mage armor),52 (8d8+16),14,11,14,11,11,15,2,2
Fear_Guard,M,Undead,,CE,17 (natural),51 (6d8+24),17,15,18,10,12,18,3,2
Fear_Liath,L,Undead,,NE,12,33 (6d10),17,15,10,8,14,7,2,2
Fear_Smith,M,Fey,,CN,17 (natural),123 (19d8+38),11,17,14,11,15,18,10,4
Feathergale_Knight,M,Humanoid,Human,LE,16 (scale),33 (6d8+6),14,14,12,11,10,14,1,2
Felid_Dragon,H,Dragon,,N,18,272 (22d12+132),18,26,23,16,17,19,19,6
Felidar,L,Celestial,,LN,17 (natural),93 (11d10+33),19,16,17,10,17,14,5,3
"Felidar,_Winged",L,Celestial,,LN,17 (natural),93 (11d10+33),19,16,17,10,17,14,5,3
Fell-Ahng'el,M,Aberration,,NE,16,221 (26d8+104),14,18,19,20,17,26,18,6
Fell-Murdona,L,Aberration,,NE,18 (natural),199 (21d10+84),20,13,19,13,14,26,15,5
Fell-Ordalius,S,Aberration,,NE,18 (natural),162 (25d6+75),1,22,16,8,25,10,17,6
Fell-Tormentao,G,Aberration,,NE,21 (natural),292 (15d20+135),28,11,28,6,18,12,16,5
Fellforged,M,Construct,,LE,15 (natural),135 (18d8+54),14,12,17,12,14,15,5,3
Female_Steeder,L,Beast,,,14 (natural),30 (4d10+8),15,16,14,2,10,3,1,2
Female_Streeder,L,Monstrosity,,,14 (natural),30 (4d10+8),15,16,14,2,10,3,1,2
Fen_Witch,M,Monstrosity,,CE,12 (padded armor),33 (6d8+6),15,12,13,14,14,15,2,2
Fennec_Fox,T,Beast,,,11,7 (2d4+2),6,12,12,2,14,10,0.125,2
Feral_Gnoll,M,Humanoid,Gnoll,CE,13 (hide),27 (5d8+5),16,12,12,6,8,7,0.5,2
Feral_Gnoll_Shaman,M,Humanoid,Gnoll,CE,13 (hide),27 (5d8+5),16,12,12,6,8,7,2,2
Feral_Pack_Leader,M,Beast,,,13 (natural),11 (2d8+2),14,14,13,4,12,7,0.25,2
Ferrophlegm,H,Ooze,,,19 (natural),220 (12d12+84),23,17,19,4,12,1,13,5
Ferrous_Worm,M,Monstrosity,,,16 (natural),27 (5d8+5),13,17,12,12,13,5,3,2
Fetch,M,Undead,,LE,13 (natural),16 (3d8+3),17,15,13,10,12,15,1,2
Fext,M,Undead,,,17 (natural),60 (11d8+11),14,16,12,14,12,18,6,3
Fey_Drake,S,Dragon,,CN,17 (natural),82 (15d6+30),6,20,15,15,16,18,6,3
Fey_Revenant,L,Fey,,LE,19 (natural),161 (17d10+68),14,18,18,10,14,14,7,3
Feyward_Tree,H,Construct,,,17 (natural),94 (9d12+36),26,10,18,2,11,6,8,3
Fidele,M,Celestial,Angel,LG,16 (natural),104 (16d8+32),20,18,14,14,16,18,5,3
Fiendish_Flesh_Golem,L,Construct,,,12 (natural),210 (20d10+100),20,9,20,7,10,5,8,3
Fierstejerren,M,Undead,,NE,14 (studded Leather),105 (14d8+42),16,15,16,14,11,12,5,3
Fighter_Mage,M,Humanoid,,,16 (chain),58 (9d8+18),14,12,14,14,12,10,3,2
Fire_Archon,H,Elemental,,CG or CE,19 (natural),300 (24d12+144),19,26,22,16,20,18,19,6
Fire_Crab,M,Elemental,,,15 (natural),75 (10d8+30),18,10,16,2,14,2,5,3
"Fire_Crab,_Diminutive",S,Elemental,,,13 (natural),22 (4d6+8),14,14,14,2,10,2,2,2
"Fire_Crab,_Greater",L,Elemental,,,14 (natural),34 (4d10+12),18,11,16,1,11,2,2,2
"Fire_Crab,_Lesser",S,Elemental,,,12,4 (1d6+1),10,14,12,1,10,2,0.125,2
Fire_Dancer_Swarm,M,Elemental,(Swarm of Tiny),NE,15,90 (12d8+36),10,20,16,6,10,7,7,3
Fire_Drake,S,Dragon,,CE,13 (natural),27 (6d6+6),13,13,13,4,11,10,1,2
Fire_Elemental,L,Elemental,,N,13,102 (12d10+36),10,17,16,6,10,7,5,3
Fire_Elemental_Dragon,H,Elemental,,NE,15,445 (33d12+231),27,20,25,16,13,21,21,7
Fire_Elemental_Myrmidon,M,Elemental,,N,18 (plate),117 (18d8+36),13,18,15,9,10,10,7,3
Fire_Giant,H,Giant,Fire Giant,LE,18 (plate),162 (13d12+78),25,9,23,10,14,13,9,4
Fire_Giant_Dreadnought,H,Giant,Fire Giant,LE,"21 (plate, shield)",187 (15d12+90),27,9,23,8,10,11,14,5
Fire_Goblin,S,Humanoid,,NE,15 (natural),45 (10d6+10),14,18,13,16,10,12,7,3
Fire_Imp,T,Fiend,Devil,LE,13 (natural),14 (4d4+4),5,14,12,10,10,14,0.5,2
Fire_Lizard,H,Monstrosity,,N,13 (natural),138 (12d12+60),25,10,20,2,11,10,12,4
Fire_Nymph,M,Elemental,,CN,13 (natural),16 (3d8+3),10,13,12,16,17,19,3,2
Fire_Phantom,M,Undead,,CN,14 (natural),49 (9d8+9),19,14,13,5,12,14,6,3
Fire_Snake,M,Elemental,,NE,14 (natural),22 (5d8),12,14,11,7,10,8,1,2
"Fire_Snake,_Poisonous",S,Elemental,,,13,13 (3d6+3),10,17,12,1,12,7,0.5,2
Fire_Whale_(Burning_Leviathan),H,Elemental,,,14 (natural),175 (11d12+84),30,13,22,2,12,6,11,4
Fire-Infused_Water_Elemental,H,Elemental,,N,14 (natural),138 (12d12+60),20,14,20,5,10,8,7,3
Firebird,S,Celestial,,NG,16 (natural),99 (18d6+36),12,19,14,16,15,21,4,2
Firefist,M,Humanoid,,LG,18 (plate),117 (18d8+36),16,10,14,11,17,13,7,3
Firegeist,S,Elemental,,NE,14,87 (25d6),7,18,10,4,16,6,2,2
Firemane_Angel,M,Celestial,Angel,LG,18 (plate),135 (18d8+54),22,15,17,12,14,23,12,4
Firenewt,M,Humanoid,Firenewt,NE,16 (chain mail),22 (4d8+4),10,13,12,7,11,8,0.5,2
Firenewt_Warlock_of_Imix,M,Humanoid,Firenewt,NE,10,33 (6d8+6),13,11,12,9,11,14,1,2
First-Year_Student,M or S,Humanoid,,,11,33 (6d8+6),8,12,13,12,10,11,0.5,2
Fishmongrel,M,Humanoid,Aquarian,LE,15 (natural),58 (9d8+18),16,14,14,10,14,11,3,2
Fist_of_Bane,M,Humanoid,Human,LE,"18 (chain mail, shield)",22 (4d8+4),16,11,13,10,12,11,0.5,2
Flab_Giant,L,Giant,,CE,14 (natural),110 (13d10+39),20,6,16,9,13,8,4,2
Flagstone_Golem,L,Construct,,,15 (natural),114 (12d10+48),19,9,18,3,11,1,7,3
Flail_Snail,L,Elemental,,,16 (natural),52 (5d10+25),17,5,20,3,10,5,3,2
Flame_-Scourged_Scion,H,Aberration,,CE,16 (natural),125 (10d12+60),19,17,22,16,6,15,9,4
Flame_Dragon_Wyrmling,M,Dragon,Flame Dragon,CE,17 (natural),52 (8d8+16),12,14,15,13,12,16,3,2
Flame_Eater_Swarm,M,Beast,(Swarm of Tiny),,12,33 (6d8+6),3,15,12,2,14,4,2,2
Flameskull,T,Undead,,NE,13,40 (9d4+18),1,17,14,16,10,11,4,2
Flamewrath,M,Humanoid,Human,CE,12 (15 with mage armor),105 (14d8+42),10,14,16,11,10,16,6,3
Flamiac_Imp,T,Fiend,,CE,14,155 (21d4+105),6,19,21,13,4,24,11,4
Flaritoid,M,Elemental,,CE,16,152 (16d8+80),8,22,20,15,19,1,12,4
Flayed_Wraith,M,Undead,,NE,12,67 (9d8+27),9,15,17,12,9,8,5,3
Fleecemane_Lion,L,Monstrosity,,,15 (natural),45 (6d10+12),19,16,14,6,14,10,3,2
Flesh_Golem,M,Construct,,N,9,93 (11d8+44),19,9,18,6,10,5,5,3
Flesh_Reaver,M,Undead,,NE,12,19 (3d8+6),14,14,14,5,10,8,0.5,2
Fleshdreg,H,Plant,,NG,15 (natural),115 (10d12+50),19,6,20,13,16,7,5,3
Fleshpod_Hornet,L,Beast,,,14,120 (16d10+32),14,18,15,3,12,6,6,3
Fleshspurned,M,Undead,,CE,14,75 (10d8+30),1,18,16,10,14,16,4,2
Flind,M,Humanoid,Gnoll,CE,16 (chain mail),127 (15d8+60),20,10,19,11,13,12,9,4
Flithidir,T,Fey,Shapechanger,CN,13,27 (6d6+6),10,16,12,12,13,15,1,2
Flitterstep_Eidolon,M,Undead,,,14,44 (8d8+8),8,18,13,11,12,10,3,2
Flowershroud,L,Plant,,,11,19 (3d10+3),6,12,12,0,0,6,1,2
Flumph,S,Aberration,,LG,12,7 (2d6),6,15,10,14,14,11,0.125,2
Flutterflesh,L,Undead,,CE,16 (natural),187 (22d10+66),11,18,17,12,13,10,12,4
Flux_Blastseeker,M,Humanoid,,CN,12 (15 with mage armor),55 (10d8+10),10,15,12,20,9,14,5,3
Fluxcharger,L,Elemental,,CN,16 (natural),60 (8d10+16),15,18,15,6,10,7,7,3
Fly_Dragon,T,Dragon,,,20,275 (29d4+203),13,30,24,19,17,19,18,6
Flying_Ape,L,Monstrosity,,CN,13 (natural),45 (6d10+12),18,14,15,6,11,7,2,2
Flying_Horror,M,Aberration,,NE,16 (natural),49 (9d8+9),9,20,12,2,15,16,3,2
Flying_Monkey,S,Beast,,,12,3 (1d6),8,14,11,5,12,6,0,2
Flying_Ogre,L,Giant,,CE,13 (natural),76 (9d10+27),19,10,16,5,7,7,5,3
Flying_Polyp,H,Aberration,,CE,17 (natural),171 (18d12+54),20,12,17,22,14,16,11,4
Flying_Rocking_Horse,M,Construct,,,15 (natural),22 (4d8+4),10,10,13,1,3,1,0.125,2
Flying_Snake,T,Beast,,,14,5 (2d4),4,18,11,2,12,5,0.125,2
Flying_Sword,S,Construct,,,17 (natural),17 (5d6),12,15,11,1,5,1,0.25,2
Fog_Giant,H,Giant,,NE,16 (chainmail),200 (16d12+96),27,10,22,12,16,16,11,4
Fog_Warden,M,Aberration,,NE,14 (natural),27 (5d8+5),11,16,12,12,11,14,4,2
Folk_of_Leng,M,Humanoid,,NE,14 (studded Leather),68 (8d8+32),12,15,18,14,16,22,2,2
Folly,T,Fey,,CE,16 (natural),71 (13d4+39),15,14,17,12,7,19,5,3
Fomorian,H,Giant,,CE,14 (natural),149 (13d12+65),23,10,20,9,14,6,8,3
Foo_Dog,M,Monstrosity,,CG,13 (natural),52 (7d10+14),17,15,17,10,14,10,3,2
Forest_Drake,S,Dragon,,N,15 (natural),60 (8d6+32),16,8,19,12,15,12,2,2
Forest_Emperor,H,Aberration,,NE,18 (natural),161 (14d12+70),23,12,21,12,20,8,15,5
Forest_Falcon,M,Beast,,,13,13 (3d6+3),6,16,12,3,14,5,0.25,2
Forest_Giant,H,Giant,,CN,17 (natural),96 (11d12+25),15,21,18,10,13,10,6,3
Forest_Marauder,L,Giant,,CE,15 (natural),114 (12d10+48),21,10,18,6,10,7,4,2
Forester's_Bane,L,Plant,,,10,103 (9d10+54),17,10,22,0,13,8,5,3
Forgespawn_Commoner,M,Humanoid,,,10,294 (31d8+155),20,10,20,10,14,10,13,5
Forgotten_One,T,Fey,,N,16 (natural),7 (3d4),3,19,11,14,17,20,1,2
Forlarren,M,Fey,,CN,16 (natural),45 (6d8+18),14,16,17,12,11,18,3,2
Forsaken,M,Undead,,CE,14 (natural),89 (12d8+36),16,17,16,8,10,7,3,2
Fortress_Divine,L,Celestial,Angel,LG,"20 (plate, shield)",171 (18d8+90),20,12,20,16,16,18,12,4
Fortune_Teller,M,Humanoid,,N,12 (15 with mage armor),55 (10d8+10),10,14,12,13,20,14,7,3
Four-Armed_Gargoyle,M,Monstrosity,,CE,15 (natural),55 (10d8+10),15,14,12,6,11,7,4,2
Fowlbear,L,Monstrosity,,CE,14 (natural),76 (8d10+32),20,12,18,2,12,7,4,2
Fox,T,Beast,,,13,2 (1d4),2,16,11,3,12,6,0,2
Foxfire_Ooze,L,Ooze,,,9,126 (12d10+60),19,8,20,2,6,1,10,4
Foxin,S,Fey,,N,14 (natural),16 (3d6+6),14,16,14,10,14,16,0.5,2
Foxwere,S,Monstrosity,"Shapechanger, Theriantrope",LE,12,13 (3d8),10,14,10,11,12,14,0.5,2
Fractal_Golem,L,Construct,,,18 (natural),8 (1d10+3),16,12,16,6,8,1,8,3
Fractal_Mascot,S,Construct,,,12,27 (6d6+6),12,14,13,7,10,5,0.25,2
Fragrant_One,S,Fey,,CN,11,45 (13d6),7,12,10,18,15,18,3,2
Fragrite,M,Elemental,Shapechanger,CN,14 (natural),91 (14d8+28),16,13,15,6,8,8,6,3
Fraughashar,S,Fey,,NE,"15 (leather, shield)",18 (4d6+4),8,14,12,10,11,7,0.5,2
Fraz-Urb'luu,L,Fiend,Demon,CE,18 (natural),350 (28d10+196),29,12,25,26,24,26,23,7
Friendly_Ghost,M,Undead,,LG,12,55 (10d8+10),7,14,13,12,15,17,5,3
Frilled_Deathspitter,S,Beast,,,13,18 (4d6+4),12,16,13,4,12,6,0.5,2
Frog,T,Beast,,,11,1 (1d4-1),1,13,8,1,8,3,0,2
Froghemoth,H,Monstrosity,,,14 (natural),184 (16d12+80),23,13,20,2,12,5,10,4
Frontline_Medic,M,Humanoid, Race,LG,"20 (plate, shield)",19 (3d8+6),15,10,14,10,13,12,0.25,2
Frost_Druid,M,Humanoid,Human,,13 (hide),67 (9d8+27),12,13,16,10,16,9,5,3
Frost_Dwarf,M,Humanoid,Frost Dwarf,CN,12 (leather),13 (2d8+4),13,12,14,10,11,10,0.5,2
Frost_Giant,H,Giant,Frost Giant,NE,15 (patchwork),138 (12d12+60),23,9,21,9,10,12,8,3
Frost_Giant_Everlasting_One,H,Giant,Frost Giant,CE,15 (patchwork),189 (14d12+98),25,9,24,9,10,12,12,4
Frost_Giant_Skeleton,H,Undead,,LE,14 (armor scraps),102 (12d12+24),23,9,15,6,8,5,6,3
Frost_Giant_Zombie,H,Undead,,NE,15 (patchwork armor),138 (12d12+60),23,6,21,3,6,5,9,4
Frost_Man,M,Elemental,,LE,13 (studded leather),27 (5d8+5),10,12,12,10,11,11,0.5,2
Frost_Mole,S,Beast,,,14 (natural),71 (11d6+33),16,15,16,3,13,6,3,2
Frost_Salamander,H,Elemental,,,17 (natural),168 (16d12+64),20,12,18,7,11,7,9,4
Frost_Worm,G,Monstrosity,,,18 (natural),264 (16d20+96),28,8,22,1,5,5,17,6
Frostveil,M,Plant,,,16,67 (9d8+27),20,20,16,1,11,1,4,2
Frulam_Mondath,M,Humanoid,Human,LE,16 (chain mail),44 (8d8+8),14,10,13,11,18,15,2,2
Fuath_Gremlin,S,Fey,,CE,13 (natural),22 (4d6+8),7,13,14,10,13,8,0.5,2
Fulad-Zereh,H,Fiend,Demon,CE,18 (plate),115 (10d12+50),19,11,20,17,15,17,9,4
Fulminar,L,Elemental,,N,15,112 (15d10+30),10,20,14,8,17,10,9,4
Fungah,M,Plant,,NE,13 (natural),33 (6d8+6),12,9,13,10,12,7,2,2
Fungah_King,L,Plant,,NE,15 (natural),82 (11d10+22),16,10,15,12,16,12,10,4
Fungahshaman,M,Plant,,NE,13 (natural),60 (8d8+24),12,12,16,12,18,11,4,2
Fungal_Folk_Alchemist_I,M,Monstrosity,,NE,14 (natural),6 (1d8+2),12,16,14,12,10,8,1,2
Fungal_Folk_Alchemist_II,M,Monstrosity,,NE,14 (natural),13 (2d8+4),12,16,14,12,10,8,3,2
Fungal_Folk_Alchemist_III,M,Monstrosity,,NE,16 (natural),39 (6d8+12),12,16,14,12,10,8,5,3
Fungal_Folk_Alchemist_IV,M,Monstrosity,,NE,16 (natural),65 (10d8+20),12,16,14,12,10,8,7,3
Fungal_Folk_Alchemist_V,M,Monstrosity,,NE,17 (natural),104 (16d8+32),12,16,14,12,10,8,10,4
Fungi_Giant_(Dark_Spore_Infected),H,Giant,,NE,13 (natural),138 (12d12+60),23,10,20,9,16,3,9,4
Fungi_Worm_(Dark_Spore_Infected),H,Monstrosity,,NE,16 (natural),157 (15d12+60),24,9,19,1,16,4,12,4
Fungoid,M,Plant,,NE,15 (natural),45 (6d8+18),19,12,17,4,11,6,2,2
Fungus_Bat,M,Plant,,,11,16 (3d8+3),11,12,13,1,10,1,0.25,2
Fungus_Gargoyle,M,Plant,,NE,14 (natural),67 (9d8+27),18,14,17,6,11,7,5,3
Furnace_Golem,L,Construct,,,16 (natural),152 (16d10+64),22,9,19,3,11,1,9,4
Fyr,S,Fey,,N,11,9 (2d6+2),12,13,12,12,13,13,0.25,2
Galazeth_Prismari,G,Dragon,Sorcerer,CN,21 (natural),402 (23d20+161),26,14,25,18,20,26,23,7
Galeb_Duhr,M,Elemental,,N,16 (natural),85 (9d8+45),20,14,20,11,12,11,6,3
Galidroo,H,Monstrosity,,NE,17 (natural),172 (15d12+75),22,13,20,11,18,14,12,4
Gallium_Goo,L,Ooze,,,19 (natural),161 (17d10+68),21,15,19,1,6,1,10,4
Gallows_Speaker,M,Undead,,CE,12,85 (19d8),8,14,10,10,12,18,6,3
Gallows_Tree,H,Plant,,,16 (natural),287 (23d12+138),25,10,22,10,14,6,14,5
Gallows_Tree_Zombie,M,Plant,,,11 (natural),52 (7d8+21),19,10,16,4,10,1,3,2
Galvan_Magen,M,Construct,,,14,68 (8d8+32),10,18,18,12,10,7,3,2
Galvanic_Blastseeker,M,Humanoid, Race,CN,13,52 (8d8+16),10,17,14,19,10,13,5,3
Galvanic_Weird,M,Elemental,,CN,12 (natural),22 (3d8+9),14,10,17,3,10,5,1,2
Gangler,L,Monstrosity,,CE,16 (natural),67 (9d10+18),14,16,14,9,14,6,4,2
Gar_Shatterkeel,M,Humanoid,Human,NE,16 (natural),112 (15d8+45),15,15,16,12,18,13,9,4
Gargoctopus,L,Monstrosity,,N,13 (natural),104 (16d10+16),18,13,12,19,16,14,5,3
Gargoyle,M,Elemental,,CE,15 (natural),52 (7d8+21),15,11,16,6,11,7,2,2
"Gargoyle,_Four_Armed",M,Elemental,,CE,15 (natural),55 (10d8+10),15,14,12,6,11,7,4,2
"Gargoyle,_Green_Guardian",M,Elemental,,CE,13 (natural),34 (4d8+16),15,14,18,6,11,7,1,2
"Gargoyle,_Margoyle",M,Elemental,,CE,16 (natural),114 (12d8+60),17,15,20,8,12,8,5,3
Garicle,S,Plant,,CN,12,31 (7d6+7),6,14,12,12,18,12,1,2
Garroter_Crab,T,Beast,,,13 (natural),18 (4d4+8),7,14,14,1,10,2,0.25,2
Gas_Spore,L,Plant,,,5,1 (1d10-4),5,1,3,1,1,1,0.5,2
Gatekeeper,M,Humanoid,Human,NE,14 (studded Leather),63 (14d8),14,14,9,12,12,13,4,2
Gaunt_One,M,Aberration,,NE,14 (natural),75 (10d8+30),18,15,16,15,12,4,3,2
Gauth,M,Aberration,Beholder,LE,15 (natural),67 (9d8+27),10,14,16,15,15,13,6,3
Gazer,T,Aberration,Beholder,NE,13,13 (3d4+6),3,17,14,3,10,7,0.5,2
Gbahali,H,Beast,,,15 (natural),126 (12d12+48),21,14,19,2,13,7,6,3
Gear_Mage,M,Humanoid, Race,LN,13 (16 with mage armor),55 (10d8+10),12,16,12,20,13,12,4,2
Gearforged_Templar,M,Humanoid,Gearforged,LN,18 (plate),71 (11d8+22),20,9,15,12,16,10,6,3
Gearkeeper_Construct,L,Construct,,,18 (natural),161 (17d10+68),20,16,18,3,11,1,10,4
Gelatinous_Cube,L,Ooze,,,6,84 (8d10+40),14,3,20,1,6,1,2,2
Gelid_Beetle,M,Elemental,,N,13 (natural),32 (5d8+10),15,10,14,1,10,9,0.5,2
Gem_Dog,S,Monstrosity,,,16 (natural),112 (15d6+60),22,16,18,12,18,13,9,4
Gem_Greatwyrm,G,Dragon,Gem,N,21 (natural),507 (26d20+234),28,14,29,30,24,25,26,8
Gem_Stalker,L,Monstrosity,,N,17 (natural),67 (9d10+18),17,15,14,15,10,6,5,3
Geonid,S,Elemental,,N,17 (natural),26 (4d6+12),12,10,16,9,14,11,0.25,2
Germ_Worm,T,Beast,,,12,7 (3d4),1,14,10,1,7,1,0.25,2
Gerridae,L,Fey,,N,14,77 (9d10+27),16,15,17,2,13,7,1,2
Geruzou_(Slime_Demon),S,Fiend,Demon,CE,15 (natural),31 (7d6+7),12,15,12,8,8,10,2,2
Geryon,H,Fiend,Devil,LE,19 (natural),300 (24d12+144),29,17,22,19,16,23,22,7
Ghald,L,Humanoid,Sahuagin,LE,15 (natural),102 (12d10+36),19,17,16,14,13,17,7,3
"Ghalta,_Primal_Hunger",G,Monstrosity,Titan,,25 (natural),676 (33d20+330),30,11,30,3,11,11,30,9
Gharros_(Scorpion_Demon),L,Fiend,Demon,CE,20 (natural),270 (20d10+160),26,18,26,18,18,20,16,5
Ghast,M,Undead,,CE,13,36 (8d8),16,17,10,11,10,8,2,2
Ghast_of_Leng,L,Aberration,,NE,14 (natural),127 (17d10+34),15,17,14,4,9,6,3,2
Ghillie_Dubh,M,Celestial,,LG,13 (natural),52 (8d8+16),15,13,14,12,19,16,1,2
Ghost,M,Undead,,,11,45 (10d8),7,13,10,10,12,17,4,2
Ghost_Ammonite,M,Undead,,,10,33 (6d8+6),4,14,12,3,11,10,2,2
Ghost_Boar,L,Monstrosity,,,13 (natural),68 (8d10+24),18,10,16,7,12,7,3,2
Ghost_Dragon,L,Undead,,,14,126 (23d10),10,19,10,14,16,19,11,4
Ghost_Dwarf,M,Undead,,NE,14 (natural),81 (18d8),4,14,10,10,14,15,6,3
Ghost_Knight,M,Undead,,LE,17 (half-plate),97 (15d8+30),17,15,14,8,10,7,6,3
Ghost-Faced_Battle_Priest,M,Humanoid,Ghost-faced Orc,CE,15 (studded),88 (16d8+16),17,16,12,8,20,,8,3
Ghost-Faced_Orc,M,Humanoid,Ghost-faced Orc,CE,12 (leather),9 (2d8),15,12,10,7,10,6,0.25,2
Ghostblade_Eidolon,M,Undead,,,12,55 (10d8+10),16,15,12,13,12,14,5,3
Ghostwalk_Spider,L,Monstrosity,,NE,15,119 (14d10+42),15,20,17,9,14,8,9,4
Ghoul,M,Undead,,CE,12,22 (5d8),13,15,10,7,10,6,1,2
Ghoul_Bat,S,Undead,,NE,13,14 (4d6),6,16,11,8,12,10,0.25,2
Ghoul_Wolf,L,Undead,,CE,13 (natural),52 (8d8+16),16,13,13,7,11,8,2,2
"Ghoul,_Beggar",M,Undead,,CE,12,13 (3d8),10,15,10,12,11,14,0.5,2
"Ghoul,_Bonepowder",S,Undead,,NE,18 (natural),195 (26d6+104),10,20,18,19,15,18,12,4
"Ghoul,_Darakhul",M,Undead,,NE,"16 (scale, shield)",78 (12d8+24),16,17,14,14,12,12,3,2
"Ghoul,_Emperor",M,Undead,,NE,20 (natural),204 (24d8+96),18,14,19,20,17,21,20,6
"Ghoul,_Imperial",M,Undead,,LE,16 (breastplate),93 (17d8+17),16,14,12,13,14,14,4,2
"Ghoul,_Iron",M,Undead,,LE,16 (breastplate),143 (22d8+44),18,16,14,14,14,14,5,3
Ghoulsteed,L,Undead,,NE,13 (natural),85 (10d10+30),18,10,16,6,10,6,3,2
Ghul,M,Undead,, Evil,15 (natural),105 (14d8+42),16,15,16,10,10,15,5,3
Giant_Albino_Bat,H,Monstrosity,,NE,15 (natural),76 (9d12+18),19,16,15,7,14,6,3,2
Giant_Ant,L,Beast,,,14 (natural),52 (7d10+14),15,13,15,1,9,2,2,2
Giant_Ant_Exoskeleton,L,Construct,,,16 (natural),15 (2d10+4),14,12,14,1,8,1,0.5,2
Giant_Ant_Queen,L,Beast,,,15 (natural),85 (10d10+30),17,13,16,2,11,4,4,2
Giant_Ape,H,Beast,,,12,157 (15d12+60),23,14,18,7,12,7,7,3
Giant_Armadillo,S,Beast,,,12 (natural),10 (3d6),12,8,10,2,10,6,0.25,2
Giant_Armored_Centipede,M,Beast,,,14 (studded leather),18 (4d8),12,14,10,1,7,3,0.5,2
Giant_Badger,M,Beast,,,10,13 (2d8+4),13,10,15,2,12,5,0.25,2
Giant_Bat,L,Beast,,,13,22 (4d10),15,16,11,2,12,6,0.25,2
Giant_Beetle_Exoskeleton,L,Construct,,,17 (natural),42 (5d10+15),16,11,16,1,10,1,2,2
Giant_Boar,L,Beast,,,12 (natural),42 (5d10+15),17,10,16,2,7,5,2,2
Giant_Bombardier_Beetle,M,Beast,,,14 (natural),13 (2d8+4),10,14,15,3,10,3,0.25,2
Giant_Canary,L,Beast,,,12,26 (4d10+4),10,14,12,2,10,6,0.5,2
Giant_Caterpillar,L,Beast,,,13 (natural),45 (7d10+7),16,8,13,1,7,3,2,2
Giant_Centipede,S,Beast,,,13 (natural),4 (1d6+1),5,14,12,1,7,3,0.25,2
Giant_Clam,L,Beast,,,14 (natural),22 (3d10+6),16,1,15,1,10,9,0.25,2
Giant_Constrictor_Snake,H,Beast,,,12,60 (8d12+8),19,14,12,1,10,3,2,2
Giant_Coral_Snake,L,Beast,,,13,90 (12d10+24),12,16,14,2,10,3,4,2
Giant_Crab,M,Beast,,,15 (natural),13 (3d8),13,15,11,1,9,3,0.125,2
